-7.521526336669921875e+01,-6.500000000000000000e+01,-7.488868713378906250e+01
3.021888576712361214e+02,4.700000000000000000e+01,-7.530593136815717514e+01
2.973777150039244930e+02,4.699999651228904440e+01,-7.530144495083995082e+01
2.925665727497452053e+02,4.700000000000000000e+01,-7.529644182200048874e+01
2.877554316183265541e+02,4.700000000000000000e+01,-7.529029503500056819e+01
2.829442900575799058e+02,4.700000000000000000e+01,-7.528435432931057392e+01
2.781331476797464575e+02,4.699999292722955602e+01,-7.527907888220693167e+01
2.733220051900153180e+02,4.699999637623671589e+01,-7.527406258490812263e+01
2.685108629179989066e+02,4.700000000000000000e+01,-7.526898877254505749e+01
2.636997202977788106e+02,4.700000000000000000e+01,-7.526405216845870427e+01
2.588885769673907475e+02,4.699998907357657885e+01,-7.525948156521666021e+01
2.540774338468995950e+02,4.699997398195102960e+01,-7.525479717468967067e+01
2.492662916337544061e+02,4.700000000000000000e+01,-7.524989448214776644e+01
2.444551495699207919e+02,4.700000000000000000e+01,-7.524514179961042259e+01
2.396440056916749484e+02,4.700000000000000000e+01,-7.524132879287002140e+01
2.348328629552610209e+02,4.699994293363487685e+01,-7.523571408470661481e+01
2.300217198987530480e+02,4.699991662326191744e+01,-7.523096052048234128e+01
2.252105800688387376e+02,4.700000000000000000e+01,-7.522513406440094741e+01
2.203994401217193513e+02,4.700000000000000000e+01,-7.521902689370907069e+01
2.155882949625185745e+02,4.699992467946035646e+01,-7.521363523853636934e+01
2.107771488850345349e+02,4.699966698290959499e+01,-7.520875959403016964e+01
2.059660118952889718e+02,4.700000000000000000e+01,-7.520412618007844685e+01
2.011548747742159549e+02,4.700000000000000000e+01,-7.519954755798336521e+01
1.963437152032326480e+02,4.699933371751678379e+01,-7.519521448819843101e+01
1.915325736189224699e+02,4.699936911471084500e+01,-7.519048656747659720e+01
1.867214651258829292e+02,4.700000000000000000e+01,-7.518527314975189313e+01
1.819102817797104024e+02,4.699945149750440265e+01,-7.517862198839920040e+01
1.770991170279054927e+02,4.699569713127178261e+01,-7.517186255028370567e+01
1.722884689241802221e+02,4.700000000000000000e+01,-7.515336598694138104e+01
1.674796570736082515e+02,4.708039986138773969e+01,-7.506770244571386286e+01
1.626753294580450699e+02,4.722546201891461237e+01,-7.486523793090019296e+01
1.578792422138852203e+02,4.744035647910892806e+01,-7.454978802140892924e+01
1.530945339429393357e+02,4.771900964733055872e+01,-7.413148550766928224e+01
1.483193188317029012e+02,4.806355703283409042e+01,-7.365644736141010185e+01
1.435517281597886665e+02,4.848048405822940055e+01,-7.316487339756203312e+01
1.387905509864734483e+02,4.896562019272193567e+01,-7.267484176183484124e+01
1.340373411297943562e+02,4.951689457788374682e+01,-7.217472642212769074e+01
1.292889524521970941e+02,5.012960389277677820e+01,-7.170174312541729478e+01
1.245550171532987491e+02,5.081612455460960120e+01,-7.119000559336633671e+01
1.198320894526726477e+02,5.157641635568200655e+01,-7.068067008107539095e+01
1.151135816768393454e+02,5.239849092579863310e+01,-7.023940001501577512e+01
1.104140845657944254e+02,5.328088083364274041e+01,-6.971486807384187045e+01
1.057224091857275852e+02,5.422392579853205064e+01,-6.923600289609358072e+01
1.010437996059330743e+02,5.526727211805342677e+01,-6.880971245449076434e+01
9.638226123915707433e+01,5.635856003911617762e+01,-6.830496773928670962e+01
9.173294008269736821e+01,5.751524536734191884e+01,-6.790773777669454603e+01
8.709283654178388190e+01,5.865412651026714030e+01,-6.742340827321639551e+01
8.249098923095661462e+01,6.002377063238636623e+01,-6.699141649055238190e+01
7.787572704940680524e+01,6.139083275166244391e+01,-6.653493884174348239e+01
7.329847448702074075e+01,6.264383386084433170e+01,-6.608666698077954038e+01
6.856439593982685210e+01,6.300000000000000000e+01,-6.565643336843639588e+01
6.377020129494096068e+01,6.300000000000000000e+01,-6.533134556554409755e+01
5.895803562165227163e+01,6.300000000000000000e+01,-6.512621387619783775e+01
5.414239486498050979e+01,6.298098257714889314e+01,-6.501812912953475632e+01
4.933277697073684465e+01,6.298723777072225261e+01,-6.497108110103070544e+01
4.452552637693881366e+01,6.300000000000000000e+01,-6.496046757036995700e+01
3.971478097142026087e+01,6.300000000000000000e+01,-6.496688337695808002e+01
3.490177983650548299e+01,6.299786006838426999e+01,-6.499886176248641334e+01
3.009015044546403672e+01,6.299495477629383799e+01,-6.498519180633186920e+01
2.527991353924172913e+01,6.299980379607286807e+01,-6.496698675256409672e+01
2.046938047678156281e+01,6.300000000000000000e+01,-6.495386371185861663e+01
1.565798340031248337e+01,6.300000000000000000e+01,-6.493697666911562294e+01
1.084644174037289588e+01,6.299921818564020981e+01,-6.491566304914202590e+01
6.035407014804039960e+00,6.299903524834306978e+01,-6.490838322242824177e+01
1.224606171695005852e+00,6.300000000000000000e+01,-6.490784898597182462e+01
-3.586429060093830223e+00,6.300000000000000000e+01,-6.491303447057730125e+01
-8.397662085251884179e+00,6.300000000000000000e+01,-6.493191159397078138e+01
-1.320881901521256019e+01,6.299953963394444401e+01,-6.494764332191775225e+01
-1.801987179986743826e+01,6.299967605572443574e+01,-6.493935469801607496e+01
-2.283094923787399466e+01,6.300000000000000000e+01,-6.492670756920732344e+01
-2.764212688376162674e+01,6.300000000000000000e+01,-6.491620311214109051e+01
-3.245330637088741099e+01,6.300000000000000000e+01,-6.490800937957524752e+01
-3.726440869632310893e+01,6.299959498707602279e+01,-6.490008451313258320e+01
-4.207549291030468908e+01,6.299915046987491252e+01,-6.489295976801686550e+01
-4.688664348660937264e+01,6.300000000000000000e+01,-6.488151373691748347e+01
-5.169781738629716017e+01,6.300000000000000000e+01,-6.486278421773599234e+01
-5.650885791233578459e+01,6.300000000000000000e+01,-6.485628094798273935e+01
-6.131979505907637673e+01,6.299773139528543453e+01,-6.485589725809772688e+01
